Drug_ID	Drug	Y
2228987	"O=C(c1cc2n3c(nnc3)c(N3CCCCC3)nc2cc1)c1ccccc1"	0
5736977	"O=C1N(c2[nH]n3C(c4ccccc4)C=C(N=c3n2)C)C(=O)c2c1cccc2"	0
663793	"s1c2n(nc1COc1ccccc1)c(nn2)C1CCCCC1"	0
660108	"n1(ncc2c1ncnc2N)c1cc(ccc1)C"	0
652019	"S(=O)(=O)(NCC(=O)N(C(CCC)C(=O)NCc1occc1)c1c(OC)cccc1)c1ccccc1"	0
893954	"s1c(n2c(ccc2C)C)nc2c1cc(OC)cc2"	0
649198	"s1c(c2nn(nn2)CCC(=O)NC2CCCCC2)ccc1"	0
5308270	"O(C(=O)c1[nH]c(c(c1C)C(=O)Nc1cc(c(cc1)C)C)C)CC"	0
3239163	"s1c(c2onc(c2)C(=O)NCc2cccnc2)ccc1"	0
6603630	"S(=O)(=O)(N(CC(O)CN1CCCCC1)c1ccccc1)c1ccc(cc1)C"	0
5308374	"S(c1n(c(nn1)Cc1n(ccc1)C)c1ccc(OC)cc1)CC(=O)Nc1ccc(cc1)C"	0
1570484	"O(CCCC(=O)NCC=C)c1c(ccc(c1)C)C"	0
2212701	"s1c2n(c(c3ccc(cc3)C)c1)c(SCC(=O)Nc1nc(sn1)c1ccccc1)nn2"	0
661394	"S(c1[nH]c(=O)c(Cc2ccccc2)c(O)n1)C"	0
3239353	"S(CCC(N\C=C1\C(OC(OC1=O)(C)C)=O)C(O)=O)C"	0
660772	"S(C(C)C)c1nc(N(C)C)cc(n1)C"	0
656057	"Fc1ccc(NC(=O)COC(=O)c2cccnc2)cc1"	0
219945	"OC(=O)C1C(CC(=CC1C)C)C(O)=O"	0
3244163	"o1c2nc3c(cc2cc1C(=O)Nc1cc2OCOc2cc1)ccc(OC)c3"	0
757630	"o1c(CNC(=O)c2c3c(nc(c2)c2ncccc2)cccc3)ccc1"	0
6867701	"O(c1c(cccc1)/C=N\O)CC=C"	0
3235815	"O=c1n(c2c(c3n1nc(n3)CCn1nc(cc1C)C)cccc2)CC(=O)N(CC)c1cc(ccc1)C"	0
655319	"O=C(N1CCN(CC1)c1ccc(NC(=O)c2occc2)cc1)CCC"	0
846643	"Clc1cc(N(S(=O)(=O)C)CC(O)=O)ccc1C"	0
2932599	"Fc1ccc(C(=O)NCCCN2CCN(CC2)CCCNC(=O)c2ccc(F)cc2)cc1"	0
647065	"O1c2cc(NCc3cc4c(n([nH]c4C)c4ccccc4)nc3=O)ccc2OCC1"	0
6602798	"o1c2c(N3CCN(CC3)Cc3cc4OCOc4cc3)nc(nc2c2c1cccc2)C"	0
2971752	"Clc1cc(S(=O)(=O)NC2C3CC(C2)CC3)ccc1OC"	0
330197	"O(c1c(OC)cc(cc1OC)c1oc(=O)[nH]n1)C"	0
1321203	"O=C(N1CCN(CC1)c1nc(c2c(CCCC2)c1C#N)c1ccccc1)c1occc1"	0
3244820	"S(=O)(=O)(c1ccc(c2nn(nn2)CC(=O)NC(CC)(C)C#C)cc1)C"	0
661587	"O1C(CC(CC1)(CC(=O)N1CCOCC1)c1c(OC)cccc1)C(C)C"	0
2382804	"S(CC(=O)N1CCN(CC1)C(=O)c1occc1)c1n(nnn1)c1c(cc(cc1)C)C"	0
1258305	"Fc1c(c2nn(nn2)Cc2nc(N3CCOCC3)nc(n2)N)cccc1"	0
1259153	"S(CC(=O)Nc1c(OC)ccc(c1)C)c1snc(SC)n1"	0
3241885	"s1c2c(nc1NC(=O)CCc1onc(n1)c1c(F)cccc1)ccc(OC)c2"	0
2608768	"S(Cc1c2c(oc1C(O)=O)cccc2)c1scc(n1)C"	0
646484	"S(=O)(=O)(NC(C)(C)C)c1ccc(OCC(=O)Nc2cc3OCCOc3cc2)cc1"	0
934660	"S(=O)(=O)(NCc1c(OC)cccc1)c1c(OC)ccc(c1)C"	0
1088817	"FC(F)(F)c1cc(NC(=O)c2cccnc2)c(N2CCCC2)cc1"	0
5307555	"s1c(c2[nH]n3C(C(=C(N=c3n2)C)C(=O)Nc2cccnc2)c2cc(OC)c(OC)cc2)ccc1"	0
5309484	"S(=O)(=O)(N(C)C)c1cc2c(n(cc(c2=O)C(=O)N(CCCC)C)C)cc1"	0
1236189	"S(c1n(c(nn1)c1cc(NC(=O)C)ccc1)C)CC(=O)Nc1c(cccc1)C(OC)=O"	0
654302	"O(C(=O)c1ccc(Nc2n3ncnc3nc(c2)C)cc1)C"	0
6324570	"O=c1c2c(cc(N3CCN(C4CCCCC4)CC3)[nH]c2ccc1)C"	0
655682	"S(=O)(=O)(N(CCCN1CCCC1=O)Cc1cc2c([nH]c1=O)c(ccc2C)C)c1ccc(OC)cc1"	0
648576	"O=C(Nc1ccc(OC)cc1)C1CCN(CC1)c1nc(nc(c1)C)c1ccccc1"	0
648780	"S(CC(=O)NC1CCCCC1)c1oc(nn1)c1c(cccc1)C"	0
784125	"Fc1cc(NCc2ccoc2)ccc1"	0
3245399	"FC(F)(F)Oc1ccc(NC(=O)CCN2CCN(CC2)C(OCC)=O)cc1"	0
3242391	"O=C1N(C(N2C1CCC2)c1c(OC)cc(OC)c(OC)c1)c1noc(c1)C"	0
3237660	"N1(CCCCC1)c1nn(nc1C#N)c1ccccc1"	0
2079047	"O(CC(=O)N1CCc2c1cccc2)C(=O)CCc1nc2c([nH]c1=O)cccc2"	0
762462	"O1C(=C/C(=C\N(C)C)C1=O)c1ccccc1"	0
652109	"Clc1ccc(C(=O)Nc2noc(c2)C)cc1"	0
2219625	"s1c2c(CCCC2)c2c1n(c(=O)n(c2=O)Cc1occc1)CC(=O)Nc1ccccc1"	0
655207	"O=C1Nc2c(NC1CC(=O)Nc1c(OCC)cccc1)cccc2"	0
2947653	"S(=O)(=O)(N1C(CCC1)C(=O)Nc1ccc(cc1)C(=O)C)c1ccc(cc1)C"	0
2236874	"S=C(NCCOC)c1ccc(OC)cc1"	0
5308531	"Fc1ccc(C2n3[nH]cnc3=NC(C2)c2ccc(OCC)cc2)cc1"	0
1520492	"s1nc(N2CCOCC2)c(OCC(=O)Nc2cc(ccc2)C(=O)C)n1"	0
3244866	"Clc1c(CCNC(=O)CCc2onc(n2)c2c(F)cccc2)cccc1"	0
654491	"S(=O)(=O)(NCCOc1nc(NC(C)C)nc(n1)NCC)c1c(ccc(c1)C)C"	0
659513	"Brc1c2n(nc1C(OC(C)C)=O)c(cc(n2)c1oc(Br)cc1)C(F)(F)F"	0
662752	"O1CCN(CCn2c(N3CCOCC3)nc3n(c(=O)[nH]c(=O)c23)C)CC1"	0
3241369	"s1c2nc(nc(N3CCN(CC3)C)c2c(c1C(=O)Nc1ccc(F)cc1)C)C"	0
657503	"O(c1n2c(nc(cc2C)C)c(c1C#N)C#N)CC"	0
3237976	"S(=O)(=O)(CCC(=O)NCCCN1CCOCC1)Cc1c(cccc1)C"	0
661160	"Brc1c(=O)n(CCC=2CCCCC2)cc(c1)C(OC)=O"	0
645616	"O=c1n(c(=O)n(c2nc(N3CCCCCC3)n(c12)CC(=O)c1ccccc1)C)C"	0
649680	"S(CC(=O)N1CCN(CC1)c1c(OC)cccc1)c1ncccc1c1[nH]c2c(n1)cccc2"	0
5309361	"O=C(N1CCN(CC1)c1ncccc1)c1nn2c(c1)cccc2"	0
3236850	"O=C(Nc1ccc(OCC)cc1)CN1CCN(CC1)CC(=O)Nc1ccc(cc1)C(OC)=O"	0
3239649	"Clc1ccc(CNC(=O)CN(S(=O)(=O)c2c3nsnc3ccc2)C)cc1"	0
650605	"O=c1[nH]c2c(cc1C(N1CCN(CC1)CC)c1n(nnn1)C(CC)(C)C)cc1OCOc1c2"	0
5307287	"S(=O)(=O)(N1CC(CCC1)C(=O)N1CCN(CC1)Cc1ccccc1)c1[nH]cnc1"	0
646374	"O(C(C(=O)NC1CCCCC1)c1ccncc1)C(=O)C"	0
2056201	"S(=O)(=O)(n1nc(cc1)C)c1c2c(c(OCC)cc1)cccc2"	0
5389785	"Clc1ccc(C2n3[nH]c(N4C(=O)CCC4=O)nc3=NC(=O)C2)cc1"	0
2310760	"o1c2c(c(=O)c(c3c(oc(c3)C(OC)=O)C)c1C)ccc(OC(C)C)c2"	0
19529	"ClC(Cl)C(=O)N(c1ccc(OC(=O)c2occc2)cc1)C"	0
653071	"S(=O)(=O)(Nc1ccc(cc1)c1oc(SCC(=O)c2cc(OC)c(NC(=O)C)cc2)nn1)CC"	0
2963342	"O(CC(O)Cn1cc(nc1)c1ccccc1)c1cc(OC)cc(OC)c1"	0
3634231	"Fc1ccc(N2CCN(C(=O)C3CN(C4CCCC4)C(=O)C3)CC2)cc1"	0
684904	"S(=O)(=O)(Nc1ncccc1)c1ccc(Oc2ccccc2)cc1"	0
666221	"o1c2c(c(c(CCC(OCC)=O)c1=O)C)ccc(OCc1n[nH]nn1)c2C"	0
1010736	"Brc1c(OCC(=O)N2CCOCC2)ccc2c1cccc2"	0
654963	"S(CC(=O)NCC1OCCC1)c1nc(N)cc(n1)N"	0
3244650	"O=C(N1CCCCC1)c1noc(c1)c1cc(OC)c(OC)cc1"	0
708078	"O=C(c1c(n2nc(cc2nc1)c1ccccc1)C)C"	0
5309384	"s1c(NC(=O)Cn2ncc3c2c2c(OC3)cccc2)nc2c1cccc2"	0
653219	"Clc1c(OCCCC(=O)Nc2noc(c2)C)ccc(Cl)c1"	0
4549137	"s1c(C(N2CCN(CC2)CC)c2ccccc2)c(O)n2nc(nc12)C"	0
646362	"O=C(Nc1cc(ccc1)C)CC(C)(C)C"	0
935674	"FC(F)(F)c1nc(Nc2c(OC)cc(OC)cc2)nc(n1)N"	0
1242143	"Brc1oc(C(=O)Nc2c(N3CCN(CC3)C(=O)CC)ccc(Cl)c2)cc1"	0
3620389	"S(CC(=O)N1CCN(CC1)c1ncccn1)Cc1nc(oc1C)c1ccc(CC)cc1"	0
667286	"O=c1n(c(=O)n(c2nc3n(CCCCN3c3ccc(cc3)C)c12)C)CC(O)=O"	0
2815063	"Clc1ccc(C(=O)Cn2c(=O)c3c(n(nc3)c3ccccc3)nc2)cc1"	0
3120050	"S(c1n(CCCCCC)c2c(n(c(=O)[nH]c2=O)C)n1)CC(=O)c1ccccc1"	0
649093	"S(c1n(c(nn1)COc1c(cccc1)C)CC)CC(=O)Nc1cc2OCCOc2cc1"	0
1246396	"s1c2CCCCCc2cc1C(=O)NCc1occc1"	0
662180	"s1c2nc(c3c(CC(OC3)(C)C)c2c(N)c1C(O)=O)C"	0
3244930	"O1C(CNC(=O)c2c3c(c(=O)n(c2)CC)cc(OC)c(OC)c3)COc2c1cccc2"	0
645180	"o1c(C(=O)Nc2cc3[nH]cnc3cc2)ccc1"	0
2389945	"s1c(Cc2cc3OCOc3cc2)c(nc1N)C"	0
3240781	"O1C2(OCCC1)c1c(N(C2=O)CC(=O)NCCc2ccccc2)cccc1"	0
661841	"S(c1n(c(=O)c2C3(CCCC3)Cc3c(c2n1)cccc3)CCC)CC(=O)N"	0
154494	"O1C(C=2NCCN2)COc2c1cccc2"	0
2882787	"O1C2(O)C3CCN(CC3)C2=Cc2c1cccc2"	0
3240037	"O(c1ccc(OC(=O)c2cccnc2)cc1)CC"	0
5219757	"o1c(nnc1NC(=O)COc1ccccc1)c1ccccc1"	0
976089	"O1c2c(OC1)ccc(NC(=O)c1cc(OCC)c(OCC)cc1)c2"	0
3241287	"Clc1cc2[nH]c(=O)n(CCCC(=O)N3CCC4(OCCO4)CC3)c(=O)c2cc1"	0
3239468	"S(CCCNC(=O)CS(=O)Cc1nc(oc1C)c1cc(ccc1)C)CCCC"	0
3241796	"S(c1n(c2ccccc2)ccn1)CC(=O)Nc1c(OCC)cccc1"	0
663249	"O(C(=O)c1c(N(C)C)nc(n2nc(cc2C)C)nc1)CC"	0
5307501	"o1c(c(nc1c1ccc(OC)cc1)CS(=O)CC(=O)NCCC=1CCCCC1)C"	0
661357	"S(C=1NC(=C(C(C1C#N)c1occc1)C(OCC=C)=O)C)CC(=O)N(CC)CC"	0
2999395	"Clc1ccc(n2nnnc2SCc2n3c(scc3)nc2c2ccccc2)cc1"	0
2854755	"s1c(C2CC(=O)NC(SCC(OC)=O)=C2C#N)c(cc1)C"	0
658718	"O1CCN(c2nc(NCC=C)c3c(CCN(C3)C)c2C#N)CC1"	0
2546156	"O=C(NC1CCCCC1)NC(=O)COC(=O)c1ccc(NC(=O)C)cc1"	0
6886787	"o1c(CN2c3c(/C(=N\O)C2=O)cccc3)ccc1C(OC)=O"	0
978264	"s1c(nnc1NC(=O)Cc1sccc1)CCc1ccccc1"	0
1067758	"O=C(Nc1c2c(c(NC(=O)CCC(OC)=O)ccc2)ccc1)CCC(OC)=O"	0
662327	"S1(=O)(=O)CC(N(Cc2ccc(N(C)C)cc2)C(=O)COc2ccc(cc2)C)CC1"	0
649138	"O=C(N(C1CCCCC1)C1CCCCC1)Cn1nc(cc1C)C"	0
3163780	"s1c2c(n(CCC(=O)N3C(Cc4c3cccc4)C)c1=O)cccc2"	0
3237033	"O=c1[nH]c(=O)n(c2nc(n(c12)CC(OCC)=O)CN(Cc1ccccc1)Cc1ccccc1)C"	0
5310447	"s1c2c(nc1NC(=O)C=1OCCOC1)cc1OCOc1c2"	0
2983089	"Clc1cc(N2C(=O)C(N3CCC(Nc4ccc(OC)cc4)CC3)CC2=O)ccc1F"	0
535305	"O=C1C2(CN3CC1(CN(C2)C3c1cccnc1)C)C"	0
898935	"O1c2cc(c3nc4c(c(c3)C(OC)=O)cccc4)ccc2OC1"	0
975176	"O(C(=O)c1[nH]cnc1C(=O)Nc1ccncc1)CC"	0
3245610	"Clc1cc(N2C(O)(c3c(NC2=O)cccc3)C(=O)NC(C)C)ccc1Cl"	0
653990	"O(c1nc(N(C)C)nc(N(C)C)n1)CCOC(=O)C"	0
3243469	"O=C(NCCCN(CC)c1ccccc1)c1[nH]c(c(c1C)C(=O)C)C"	0
573775	"s1c(C(=O)Nc2nc(ccc2)C)ccc1"	0
655877	"N1(c2n3ncnc3nc3c2CCC(C3)C)CCN(CC1)c1ccccc1"	0
3242921	"Brc1oc(C(=O)Nc2cc(c3nc4n(c3)cccn4)ccc2OC)cc1"	0
5308869	"Clc1ccc(NC(=O)N(C2CCN(CC2)C(=O)C)CCCOC(C)C)cc1"	0
3240980	"S(=O)(=O)(Cc1oc(C(=O)N2CCN(CC2)c2c(ccc(c2)C)C)cc1)c1ccc(cc1)C"	0
654123	"S(CC(=O)N1CCCC1)c1n(c2c(ccc(c2)C)C)c(nn1)c1ncccc1"	0
3242382	"O=C(NC1CCCC1)c1noc(c1)c1cc(OC)ccc1"	0
647888	"S(=O)(=O)(Nc1c(n(n(c1=O)c1ccccc1)C)C)c1sccc1"	0
650321	"o1nc2c3n(c4c(n3)cccc4)c(nc2n1)c1ccccc1"	0
1009404	"S(CC(=O)Nc1c(N2CCOCC2)cccc1)c1oc(nn1)c1ccc(cc1)C"	0
647594	"O1C(C(=O)N(c2c1ccc(C(=O)N1CCCCCC1)c2)CC(=O)c1cc(OC)ccc1)(C)C"	0
658499	"Oc1cc2[nH]c(nc2cc1)Cc1ccccc1"	0
2997931	"S(=O)(=O)(N(CC)CC)c1cc(ccc1)c1oc(SC(C(=O)NCCC=2CCCCC2)C)nn1"	0
3151560	"O=C(N1C(CN(CC1)C(=O)N(C)C)C)N(C)C"	0
4118843	"S(CC(=O)N1C(CCCC1)CC)c1[nH]c(N)c(NC(=O)c2occc2)c(=O)n1"	0
660035	"O=C(CN1CCN(CC1)c1ccccc1)c1c2c([nH]c1C)cc(cc2)C"	0
3290432	"Brc1oc(C(=O)N2C(c3c(NC(=O)C2)ccc(c3)C)c2ccccc2)cc1"	0
661146	"OC(=O)C(CCCC)CCC(=O)Nc1ccc(cc1)C(OCC)=O"	0
1088060	"O(c1c(Nc2nc(nc(n2)N)CN(C2CCCCC2)C)cccc1)CC"	0
646043	"s1c(C(=O)N2CCOCC2)c(N)c2c1nc1c(c2)cc(cc1)C"	0
5308257	"S1CC(=O)N(CC(=O)NC(Cc2ccccc2)CC)c2c1nccc2"	0
649270	"S(c1n(CCC)c(nn1)c1occc1)CC(=O)c1cc2OCCOc2cc1"	0
1354022	"S(=O)(=O)(N1CN(S(=O)(=O)c2ccccc2)CC1)c1ccccc1"	0
3236964	"Clc1cc(N(C2CS(=O)(=O)C=C2)C(=O)C2OCCC2)ccc1"	0
659202	"Brc1ccc(Cn2c3c(n(c(=O)n(c3=O)C)C)nc2Oc2cc3OCOc3cc2)cc1"	0
2056429	"Clc1cc2[nH]c(=S)[nH]c2cc1"	0
653890	"O(c1cc(n2nnnc2)ccc1)CC(OC)=O"	0
646389	"S(c1n(c(nn1)c1oc2c(c1)cccc2OC)C)CC(=O)Nc1scc(n1)C"	0
3238694	"Fc1c(N2CCN(CC2)CCNC(=O)c2oc3nc4c(cc3c2)ccc(OC)c4)cccc1"	0
975117	"o1c2c(CCCC2)c2c1ccc(OCC(=O)Nc1ncc(cc1)C)c2"	0
68487	"n1cc(c2cccnc2)ccc1"	0
3448346	"S(=O)(=O)(N1CCCC1)c1ccc(cc1)C(=O)N1CCN=C1SC"	0
2793214	"s1c2ncn(C(C(OC3CCCCC3)=O)C)c(=O)c2cc1CC"	0
659216	"O(c1ccc(C(CC(=O)NC)C(O)=O)cc1)C(C)C"	0
2841126	"S(C=1NC(=O)CC(C1C#N)c1occc1)CC(=O)c1c(cc(cc1)C)C"	0
5280880	"O=C1C(C(C=C1)\C=C\C(O)CCCCC)C\C=C/CCCC(O)=O"	0
1783163	"Clc1ccc(n2c(nnc2SCC=C)C)cc1"	0
650363	"n1c(c(c(c2ccccc2)c(c1N)C#N)C)C"	0
2235406	"S(CC(=O)Nc1ccccc1)c1oc(nn1)c1c(OCC)cccc1"	0
659450	"s1nc2cc(NC(=O)c3c(cc(oc3C)=O)C)ccc2n1"	0
663332	"O1C(C(=O)N2CCN(CC2)C2OC(=O)c3c2cccc3)CCC1"	0
900100	"O=c1n2c(nc3c1cccc3)CCCc1c2cccc1"	0
3153090	"O1C(COc2c1cccc2)C(=O)Nc1c(OCC)ccc(OCC)c1"	0
651433	"OC(=O)CCn1nc(nn1)c1ccc(C(C)C)cc1"	0
5397398	"o1c2c(c(=O)c(Oc3c(OC)cccc3)c1)ccc(O)c2"	0
2221501	"O(c1c(C2C(=CN(C(C)C)C=C2C(OC)=O)C(OC)=O)cccc1)CCC"	0
666076	"s1c(NC=2NCN(Cc3occc3)CN2)nc2c1cccc2"	0
866305	"S(=O)(=O)(N1CCC(CC1)C)c1cc2[nH]c(=O)c(=O)[nH]c2cc1"	0
648455	"s1c(N(C(=O)c2oncc2)C)nnc1c1nccnc1"	0
3244997	"O=C(N1CCN(CC1)C(OCC)=O)C1CN(C(=O)C1)Cc1ccc(OC)cc1"	0
2945819	"s1c2CC(CCc2nc1NC(=O)CSc1sc(nn1)C)C"	0
662066	"O1c2c(C(c3c(OC)c(OC)c(OC)cc3)C(=C1N)C#N)c(=O)n(CCCN(CC)CC)c(c2)C"	0
971718	"Clc1ccc(c2nn(c(n2)N)C(=O)c2cccnc2)cc1"	0
5389456	"Clc1cc(C(/O)=C2\C(N(CCN(C)C)C(=O)C2=O)c2ccc(F)cc2)ccc1OC"	0
3241304	"s1c2nc(SCC#N)n(CCCN3CCCC3=O)c(=O)c2c(c1C(OCC)=O)C"	0
649570	"s1c(N2CCN(CC2)C(=O)N2CCOCC2)nc(c1)c1ccccc1"	0
23666110	"Ic1cc(CC(N)C([O-])=O)cc(I)c1Oc1cc(I)c(O)cc1"	0
2529544	"S(=O)(=O)(N1CCCC1)c1ccc(cc1)C(OCc1nc(sc1)C)=O"	0
2974169	"S(=O)(=O)(N1CCN(CC1)c1ccccc1)c1ccc(C2CNC(=O)C2)cc1"	0
665346	"S(c1n(Cc2occc2)c(nn1)c1cc(OC)ccc1)Cc1ccc(cc1)C#N"	0
3238344	"O=C1N(C(C(c2c1cccc2)C(=O)NCc1occc1)c1c2c([nH]c1)cccc2)C"	0
646639	"O1c2c(OC1)cc(c(NC(=O)c1ncc(nc1)C)c2)C(=O)C"	0
660678	"O=C(N1C(CCCC1)CC)Nc1cc(NC(=O)N2C(CCCC2)CC)ccc1"	0
3244399	"S(=O)(=O)(N1CCC(CC1)C(=O)N1CCOCC1)N1CCOCC1"	0
659639	"s1c2c(NC(NC2=O)c2c(OC)ccc(OC)c2)n(c1=S)c1ccccc1"	0
3244962	"s1c(C(N2CCN(CC2)c2c(F)cccc2)c2occc2)c(O)n2nc(nc12)C"	0
3237014	"S(CC(=O)Nc1cc(cc(c1)C)C)c1oc(nn1)CNC(=O)c1cc(OC)c(OC)cc1"	0
734995	"S(CC(=O)N1CCOCC1)c1n(N)c(nn1)c1ccc(OC)cc1"	0
648648	"O=C1CC(CC(N2CCN(C=3CC(CC(=O)C3)(C)C)CC2)=C1)(C)C"	0
664063	"O1C=2CC(CC(=O)C2C(c2c1ncn(c2=N)CCCn1ccnc1)c1ccccc1)(C)C"	0
1300916	"S(c1n(c2ccccc2)c(=O)[nH]n1)CC(=O)Nc1ccc(OCC)cc1"	0
3242508	"O=C(NC(C(CC)C)C(=O)NC(C(C)C)C(OC)=O)C1CCC(CC1)C"	0
646455	"O(c1nc(N2CCC(CC2)C)nc(OCC)n1)CC"	0
645759	"S(CC(OC1CCCCC1)=O)c1oc(nn1)c1cc(OC)c(OC)cc1"	0
664960	"O=C(N(C(C)C)Cc1cc2c([nH]c1=O)cc(cc2)C)c1ccncc1"	0
892286	"O=c1n(N)c(nc2c1cccc2)CN1CCCCC1"	0
